time_TR,price,15m_pos,15m_neg,15m_net,1h_pos,1h_neg,1h_net,4h_pos,4h_neg,4h_net,15m_votes,1h_votes,4h_votes,15m_hammer,15m_engulf,15m_sweep_reclaim,15m_reclaim_prev_high,1h_hammer,1h_engulf,1h_sweep_reclaim,1h_reclaim_prev_high,4h_hammer,4h_engulf,4h_sweep_reclaim,4h_reclaim_prev_high
2026-09-16 18:45:00+03:00,75788.41,6,0,6,4,2,2,3,3,0,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,True,False,False,False,False,False,False,False,False
2026-09-16 19:00:00+03:00,75842.0,6,0,6,6,0,6,5,1,4,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",True,False,False,False,True,False,False,False,True,False,False,False
2026-09-16 19:15:00+03:00,75788.0,3,3,0,3,3,0,3,3,0,"{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,True,False,False,False,True,False,False,False
2026-09-16 19:30:00+03:00,75688.01,0,6,-6,1,5,-4,2,4,-2,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 19:45:00+03:00,75768.0,4,2,2,3,3,0,3,3,0,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 20:00:00+03:00,75727.06,0,6,-6,1,5,-4,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 20:15:00+03:00,75715.36,1,5,-4,1,5,-4,2,4,-2,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 20:30:00+03:00,75460.65,0,6,-6,0,6,-6,0,6,-6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,True,False,False,False,False,False
2026-09-16 20:45:00+03:00,75768.01,5,1,4,4,2,2,3,3,0,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,True,True,True,False,True,False,True,False,False,False
2026-09-16 21:00:00+03:00,75798.01,4,2,2,4,2,2,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,True,False,False,False,True,False,False,False,False,False
